sentence,relation,head,tail,head_offset,tail_offset
顺序查找由存储结构等部分构成,belg,顺序查找,存储结构,0,5
拓扑排序表现出树的特性,attr,拓扑排序,树,0,7
哈希查找具有无向图属性,b-attr,无向图,哈希查找,6,0
在算法中，动态内存和平均查找长度执行相反的功能,anto,动态内存,平均查找长度,5,10
父节点由状态转移等部分构成,belg,父节点,状态转移,0,4
图的特征是最坏情况,b-attr,最坏情况,图,5,0
红黑树依赖于关键路径,b-rely,关键路径,红黑树,6,0
更新是二项堆的重要属性,b-attr,更新,二项堆,0,3
Bellman-Ford算法和树是相反的操作,anto,Bellman-Ford算法,树,0,15
链表节点是贪心算法的组成部分,b-belg,链表节点,贪心算法,0,5
图的顶点具有平均情况属性,attr,图的顶点,平均情况,0,6
贪心选择性质表现出广度优先搜索的特性,b-attr,广度优先搜索,贪心选择性质,9,0
最坏情况是Dijkstra算法的重要属性,b-attr,最坏情况,Dijkstra算法,0,5
记忆化搜索具有哈希函数属性,b-attr,哈希函数,记忆化搜索,7,0
后缀树的实现基于线性表,b-rely,线性表,后缀树,8,0
实现尾节点时需要依赖时间复杂度,rely,尾节点,时间复杂度,2,10
链表节点是单源最短路径的组成部分,belg,单源最短路径,链表节点,5,0
实现十字链表时需要依赖加权图,b-rely,加权图,十字链表,11,2
简单排序包含插入,b-belg,插入,简单排序,6,0
索引存储与归并排序具有相同的含义,syno,索引存储,归并排序,0,5
更新由邻接矩阵等部分构成,b-belg,邻接矩阵,更新,3,0
表尾包含负权回路,belg,表尾,负权回路,0,4
在哈希表中包含了AOE 网,b-belg,AOE 网,哈希表,8,1
实现算法的确定性时需要依赖最长路径,b-rely,最长路径,算法的确定性,13,2
算法的可行性是顺序存储的组成部分,belg,顺序存储,算法的可行性,7,0
散列存储由LRU缓存等部分构成,b-belg,LRU缓存,散列存储,5,0
顶点度数具有指数查找属性,attr,顶点度数,指数查找,0,6
入队和双端队列是相反的操作,anto,入队,双端队列,0,3
选择排序包含连通图,belg,选择排序,连通图,0,6
扩容依赖于Θ记号,rely,扩容,Θ记号,0,5
Dijkstra算法的特征是随机访问,b-attr,随机访问,Dijkstra算法,14,0
会计方法包含边表,belg,会计方法,边表,0,6
可持久化数据结构具有出队属性,b-attr,出队,可持久化数据结构,10,0
算法的确定性和映射是同义概念,syno,算法的确定性,映射,0,7
在数据结构中，前驱节点和子树表示相同的概念,syno,前驱节点,子树,7,12
内存池依赖于循环链表,b-rely,循环链表,内存池,6,0
出队是非线性结构的重要属性,b-attr,出队,非线性结构,0,3
散列存储是引用计数的组成部分,b-belg,散列存储,引用计数,0,5
贪心策略表现出非线性结构的特性,attr,贪心策略,非线性结构,0,7
算法的可行性的实现基于函数式数据结构,rely,算法的可行性,函数式数据结构,0,11
按秩合并依赖于边的方向,rely,按秩合并,边的方向,0,7
位序与移动具有相同的含义,syno,位序,移动,0,3
在数据结构中，B树和记忆化搜索表示相同的概念,syno,B树,记忆化搜索,7,10
贪心选择性质依赖于回溯算法,b-rely,回溯算法,贪心选择性质,9,0
右子树表现出负权回路的特性,b-attr,负权回路,右子树,6,0
无序序列的特征是集合,attr,无序序列,集合,0,8
顶点的实现基于双端队列,b-rely,双端队列,顶点,7,0
在Kruskal算法中包含了函数式数据结构,belg,Kruskal算法,函数式数据结构,1,14
贪心选择性质由栈内存等部分构成,b-belg,栈内存,贪心选择性质,7,0
后继节点依赖于斐波那契堆,rely,后继节点,斐波那契堆,0,7
线性结构是树的高度的重要属性,b-attr,线性结构,树的高度,0,5
在算法中，位序和排序执行相反的功能,anto,位序,排序,5,8
弗洛伊德算法由顺序访问等部分构成,b-belg,顺序访问,弗洛伊德算法,7,0
二叉搜索树由平均查找长度等部分构成,b-belg,平均查找长度,二叉搜索树,6,0
树表查找表现出非比较排序的特性,b-attr,非比较排序,树表查找,7,0
在移动中包含了非连通图,b-belg,非连通图,移动,7,1
完全二叉树和AOV网是同义概念,syno,完全二叉树,AOV网,0,6
开放寻址和树表查找是同义概念,syno,开放寻址,树表查找,0,5
在聚合分析中包含了优先队列,b-belg,优先队列,聚合分析,9,1
开放寻址的实现基于优先队列,rely,开放寻址,优先队列,0,9
实现链式存储时需要依赖右子树,rely,链式存储,右子树,2,11
存储结构需要使用弱连通图,b-rely,弱连通图,存储结构,8,0
在排序算法稳定性中包含了无向图,b-belg,无向图,排序算法稳定性,12,1
递归复杂度是复制的组成部分,b-belg,递归复杂度,复制,0,6
路径是数据元素的组成部分,b-belg,路径,数据元素,0,3
加权图包含冲突解决,belg,加权图,冲突解决,0,5
实现渐近复杂度时需要依赖内部排序,b-rely,内部排序,渐近复杂度,12,2
实现无序序列时需要依赖有向图,rely,无序序列,有向图,2,11
最好情况需要使用完全二叉树,b-rely,完全二叉树,最好情况,8,0
二叉搜索树表现出树的高度的特性,attr,二叉搜索树,树的高度,0,8
普里姆算法的特征是最优子结构,attr,普里姆算法,最优子结构,0,9
算法的确定性需要使用有向图,rely,算法的确定性,有向图,0,10
生成森林和链式存储是相反的操作,anto,生成森林,链式存储,0,5
负权边的特征是递归复杂度,b-attr,递归复杂度,负权边,7,0
贪心选择性质的特征是前序遍历,attr,贪心选择性质,前序遍历,0,10
并查集是冒泡排序的组成部分,b-belg,并查集,冒泡排序,0,4
状态转移的特征是堆排序,b-attr,堆排序,状态转移,8,0
穷举法表现出扩容的特性,b-attr,扩容,穷举法,6,0
在算法的可行性中包含了Bellman-Ford算法,belg,算法的可行性,Bellman-Ford算法,1,11
实现双端队列时需要依赖有向图,rely,双端队列,有向图,2,11
顶点度数是二叉树的重要属性,attr,二叉树,顶点度数,5,0
在数据结构中，平衡因子和父节点表示相同的概念,syno,平衡因子,父节点,7,12
树状数组的特征是插入排序,b-attr,插入排序,树状数组,8,0
大根堆和树的高度是相反的操作,anto,大根堆,树的高度,0,4
动态规划入门的实现基于渐近复杂度,rely,动态规划入门,渐近复杂度,0,11
入栈是十字链表的组成部分,belg,十字链表,入栈,3,0
在算法中，索引存储和子树执行相反的功能,anto,索引存储,子树,5,10
最短路径和指数查找是同义概念,syno,最短路径,指数查找,0,5
内存分配和直接插入排序是相反的操作,anto,内存分配,直接插入排序,0,5
Ω记号包含物理结构,b-belg,物理结构,Ω记号,5,0
散列文件与负权边具有相反的作用,anto,散列文件,负权边,0,5
出栈等同于根节点,syno,出栈,根节点,0,5
字符串依赖于堆内存,rely,字符串,堆内存,0,6
在初始化中包含了索引存储,b-belg,索引存储,初始化,8,1
插值查找表现出平衡因子的特性,attr,插值查找,平衡因子,0,7
Prim算法与Kruskal算法具有相反的作用,anto,Prim算法,Kruskal算法,0,7
后缀数组依赖于最优子结构,b-rely,最优子结构,后缀数组,7,0
算法的可行性具有插入属性,attr,算法的可行性,插入,0,8
在算法中，出队和空表执行相反的功能,anto,出队,空表,5,8
二项堆与哈希查找具有相同的含义,syno,二项堆,哈希查找,0,4
实现树表查找时需要依赖逻辑结构,rely,树表查找,逻辑结构,2,11
实现分块查找时需要依赖跳跃表,b-rely,跳跃表,分块查找,11,2
满二叉树和子树是同义概念,syno,满二叉树,子树,0,5
Floyd算法由最优子结构等部分构成,b-belg,最优子结构,Floyd算法,8,0
多源最短路径需要使用线性结构,b-rely,线性结构,多源最短路径,10,0
跳跃表需要使用环,rely,跳跃表,环,0,7
在旋转中包含了无序序列,belg,旋转,无序序列,1,7
AVL树需要使用更新,rely,AVL树,更新,0,8
Θ记号需要使用指针,b-rely,指针,Θ记号,7,0
算法的有穷性依赖于迪杰斯特拉算法,rely,算法的有穷性,迪杰斯特拉算法,0,9
算法的可行性等同于大O记号,syno,算法的可行性,大O记号,0,9
在逻辑结构中包含了聚合分析,belg,逻辑结构,聚合分析,1,9
叶子节点是布隆过滤器的重要属性,b-attr,叶子节点,布隆过滤器,0,5
贪心选择性质表现出逻辑结构的特性,attr,贪心选择性质,逻辑结构,0,9
算法的确定性等同于内存分配,syno,算法的确定性,内存分配,0,9
最坏情况的实现基于二叉搜索树,b-rely,二叉搜索树,最坏情况,9,0
尾节点依赖于迭代,b-rely,迭代,尾节点,6,0
垃圾回收和空间复杂度是相反的操作,anto,垃圾回收,空间复杂度,0,5
连通分量具有不相交集合属性,b-attr,不相交集合,连通分量,6,0
渐近复杂度需要使用二分查找,rely,渐近复杂度,二分查找,0,9
动态查找等同于斐波那契堆,syno,动态查找,斐波那契堆,0,7
操作效率具有双向链表属性,attr,操作效率,双向链表,0,6
内存回收依赖于并查集,b-rely,并查集,内存回收,7,0
哈希表的特征是静态查找,b-attr,静态查找,哈希表,7,0
迪杰斯特拉算法是生成森林的组成部分,belg,生成森林,迪杰斯特拉算法,8,0
桶排序依赖于贪心算法,b-rely,贪心算法,桶排序,6,0
非线性结构包含插入,b-belg,插入,非线性结构,7,0
加权图包含树表查找,b-belg,树表查找,加权图,5,0
在算法中，入队和邻接矩阵执行相反的功能,anto,入队,邻接矩阵,5,8
实现记忆化搜索时需要依赖时间复杂度,b-rely,时间复杂度,记忆化搜索,12,2
负权边和二项堆是对立的概念,anto,负权边,二项堆,0,4
入度和迭代是对立的概念,anto,入度,迭代,0,3
在二叉搜索树中包含了摊还分析,b-belg,摊还分析,二叉搜索树,10,1
完全二叉树是表长的重要属性,attr,表长,完全二叉树,6,0
渐近复杂度和存储结构是同义概念,syno,渐近复杂度,存储结构,0,6
实现归并排序时需要依赖表长,rely,归并排序,表长,2,11
对象池表现出二路归并的特性,b-attr,二路归并,对象池,6,0
希尔排序包含边的方向,b-belg,边的方向,希尔排序,6,0
Prim算法依赖于贪心算法,rely,Prim算法,贪心算法,0,9
实现算法步骤时需要依赖哈希表,b-rely,哈希表,算法步骤,11,2
稠密图是连通图的组成部分,belg,连通图,稠密图,4,0
实现小根堆时需要依赖头节点,rely,小根堆,头节点,2,10
直接插入排序和摊还分析是相反的操作,anto,直接插入排序,摊还分析,0,7
深度优先搜索是桶排序的重要属性,b-attr,深度优先搜索,桶排序,0,7
映射需要使用AOE网,rely,映射,AOE网,0,6
深度优先搜索由动态数组等部分构成,belg,深度优先搜索,动态数组,0,7
平衡二叉树的特征是初始化,attr,平衡二叉树,初始化,0,9
贪心策略包含递归,belg,贪心策略,递归,0,6
分治和顶点是相反的操作,anto,分治,顶点,0,3
表长依赖于连通图,rely,表长,连通图,0,5
环具有分治属性,b-attr,分治,环,3,0
插入排序具有平均查找长度属性,attr,插入排序,平均查找长度,0,6
摊还分析依赖于排序,b-rely,排序,摊还分析,7,0
无向图表现出线性结构的特性,attr,无向图,线性结构,0,6
散列表与边的权重具有相反的作用,anto,散列表,边的权重,0,4
大O记号表现出负权回路的特性,b-attr,负权回路,大O记号,7,0
实现双端队列时需要依赖快速排序,b-rely,快速排序,双端队列,11,2
计数排序和稠密图是同义概念,syno,计数排序,稠密图,0,5
实现树的节点时需要依赖强连通图,rely,树的节点,强连通图,2,11
入栈和平均查找长度是对立的概念,anto,入栈,平均查找长度,0,3
贪心策略具有外部排序属性,attr,贪心策略,外部排序,0,6
索引存储的特征是链式存储,b-attr,链式存储,索引存储,8,0
十字链表是左子树的重要属性,b-attr,十字链表,左子树,0,5
按秩合并由叶子节点等部分构成,b-belg,叶子节点,按秩合并,5,0
在大根堆中包含了前驱节点,b-belg,前驱节点,大根堆,8,1
右子树表现出引用计数的特性,b-attr,引用计数,右子树,6,0
空间复杂度需要使用最长路径,rely,空间复杂度,最长路径,0,9
在算法中，贪心算法和二叉搜索树执行相反的功能,anto,贪心算法,二叉搜索树,5,10
强连通图和会计方法是同义概念,syno,强连通图,会计方法,0,5
实现迭代时需要依赖数据类型,rely,迭代,数据类型,2,9
尾节点等同于图的边,syno,尾节点,图的边,0,6
完全二叉树是负权回路的组成部分,belg,负权回路,完全二叉树,6,0
平衡因子与栈内存具有相同的含义,syno,平衡因子,栈内存,0,5
插入排序和头节点是对立的概念,anto,插入排序,头节点,0,5
会计方法需要使用动态规划入门,rely,会计方法,动态规划入门,0,8
在数据结构中，AVL树和非比较排序表示相同的概念,syno,AVL树,非比较排序,7,12
选择排序表现出稳定排序的特性,attr,选择排序,稳定排序,0,7
堆由深度优先搜索等部分构成,b-belg,深度优先搜索,堆,2,0
空间复杂度表现出空表的特性,b-attr,空表,空间复杂度,8,0
内存池是数据类型的组成部分,belg,数据类型,内存池,4,0
实现散列存储时需要依赖复制,rely,散列存储,复制,2,11
实现链表时需要依赖LRU缓存,b-rely,LRU缓存,链表,9,2
负权边和前驱节点是同义概念,syno,负权边,前驱节点,0,4
实现贪心策略时需要依赖AVL树,rely,贪心策略,AVL树,2,11
邻接矩阵依赖于线性查找,b-rely,线性查找,邻接矩阵,7,0
扩容具有贪心算法属性,attr,扩容,贪心算法,0,4
二路归并由普里姆算法等部分构成,b-belg,普里姆算法,二路归并,5,0
抽象数据类型是交换排序的组成部分,b-belg,抽象数据类型,交换排序,0,7
顶点和边是同义概念,syno,顶点,边,0,3
迭代法的实现基于AC自动机,b-rely,AC自动机,迭代法,8,0
在数据结构中，递归复杂度和非线性结构表示相同的概念,syno,递归复杂度,非线性结构,7,13
哈希查找和表长是对立的概念,anto,哈希查找,表长,0,5
克鲁斯卡尔算法的实现基于非线性结构,rely,克鲁斯卡尔算法,非线性结构,0,12
实现最短路径时需要依赖大根堆,rely,最短路径,大根堆,2,11
AOE 网依赖于红黑树,b-rely,红黑树,AOE 网,8,0
线性查找是完全二叉树的重要属性,b-attr,线性查找,完全二叉树,0,5
大根堆是线段树的重要属性,b-attr,大根堆,线段树,0,4
数据元素和层序遍历是同义概念,syno,数据元素,层序遍历,0,5
散列文件和稀疏图是对立的概念,anto,散列文件,稀疏图,0,5
单链表包含回溯法,b-belg,回溯法,单链表,5,0
插入排序是并查集的组成部分,b-belg,插入排序,并查集,0,5
动态规划入门的实现基于AOV 网,b-rely,AOV 网,动态规划入门,11,0
随机访问与十字链表具有相反的作用,anto,随机访问,十字链表,0,5
深度优先搜索包含布隆过滤器,b-belg,布隆过滤器,深度优先搜索,8,0
全局最优是迭代的组成部分,b-belg,全局最优,迭代,0,5
邻接矩阵和递归是对立的概念,anto,邻接矩阵,递归,0,5
树表查找依赖于顶点度数,b-rely,顶点度数,树表查找,7,0
AOE 网具有贪心算法属性,b-attr,贪心算法,AOE 网,7,0
数据项由顶点等部分构成,belg,数据项,顶点,0,4
强连通图由Ω记号等部分构成,b-belg,Ω记号,强连通图,5,0
插入表现出稀疏图的特性,attr,插入,稀疏图,0,5
原地排序包含不稳定排序,belg,原地排序,不稳定排序,0,6
Prim算法需要使用存储结构,b-rely,存储结构,Prim算法,10,0
扩容表现出优先队列的特性,b-attr,优先队列,扩容,5,0
复制表现出弗洛伊德算法的特性,attr,复制,弗洛伊德算法,0,5
连通图表现出动态内存的特性,b-attr,动态内存,连通图,6,0
分块查找表现出散列表的特性,attr,分块查找,散列表,0,7
集合的特征是稀疏图,attr,集合,稀疏图,0,6
渐近复杂度的实现基于函数式数据结构,rely,渐近复杂度,函数式数据结构,0,10
最优子结构需要使用内部节点,rely,最优子结构,内部节点,0,9
折半查找是邻接表的重要属性,attr,邻接表,折半查找,5,0
左子树的特征是无序序列,b-attr,无序序列,左子树,7,0
不稳定排序依赖于Bellman-Ford算法,rely,不稳定排序,Bellman-Ford算法,0,8
循环队列与入队具有相同的含义,syno,循环队列,入队,0,5
在操作效率中包含了冲突解决,b-belg,冲突解决,操作效率,9,1
在数据结构中，折半查找和中序遍历表示相同的概念,syno,折半查找,中序遍历,7,12
有向图具有随机访问属性,attr,有向图,随机访问,0,5
堆内存包含边的方向,belg,堆内存,边的方向,0,5
优先队列包含迭代法,b-belg,迭代法,优先队列,6,0
不稳定排序是分治算法的重要属性,attr,分治算法,不稳定排序,6,0
数据类型需要使用冲突解决,rely,数据类型,冲突解决,0,8
并查集是生成森林的组成部分,b-belg,并查集,生成森林,0,4
非比较排序的实现基于KMP算法,b-rely,KMP算法,非比较排序,10,0
强连通图和映射是相反的操作,anto,强连通图,映射,0,5
内部节点的实现基于Dijkstra算法,b-rely,Dijkstra算法,内部节点,9,0
边具有链式存储属性,attr,边,链式存储,0,3
删除需要使用聚合分析,rely,删除,聚合分析,0,6
AOV网是初始化的组成部分,belg,初始化,AOV网,5,0
邻接多重表是布隆过滤器的组成部分,b-belg,邻接多重表,布隆过滤器,0,6
在算法中，栈内存和连通分量执行相反的功能,anto,栈内存,连通分量,5,9
桶排序的实现基于数据项,b-rely,数据项,桶排序,8,0
多源最短路径需要使用头节点,b-rely,头节点,多源最短路径,10,0
删除和树的深度是同义概念,syno,删除,树的深度,0,3
在算法中，贪心策略和算法的确定性执行相反的功能,anto,贪心策略,算法的确定性,5,10
多源最短路径由稳定排序等部分构成,belg,多源最短路径,稳定排序,0,7
无向图与KMP算法具有相同的含义,syno,无向图,KMP算法,0,4
红黑树是稠密图的组成部分,b-belg,红黑树,稠密图,0,4
稳定性包含Bellman-Ford算法,b-belg,Bellman-Ford算法,稳定性,5,0
实现满二叉树时需要依赖单源最短路径,b-rely,单源最短路径,满二叉树,11,2
连通图具有位序属性,b-attr,位序,连通图,5,0
实现表长时需要依赖度,b-rely,度,表长,9,2
在拓扑排序中包含了树的节点,belg,拓扑排序,树的节点,1,9
在无序序列中包含了Floyd算法,belg,无序序列,Floyd算法,1,9
后继节点是对象池的组成部分,b-belg,后继节点,对象池,0,5
物理结构与计数排序具有相反的作用,anto,物理结构,计数排序,0,5
平衡因子需要使用移动,b-rely,移动,平衡因子,8,0
普里姆算法的特征是度,attr,普里姆算法,度,0,9
负权边的特征是贪心算法,b-attr,贪心算法,负权边,7,0
树的高度的特征是对象池,b-attr,对象池,树的高度,8,0
查找包含有序表,belg,查找,有序表,0,4
回溯法需要使用平均情况,rely,回溯法,平均情况,0,7
非连通图依赖于缩容,rely,非连通图,缩容,0,7
表尾是边的方向的重要属性,b-attr,表尾,边的方向,0,3
实现外部排序时需要依赖大根堆,b-rely,大根堆,外部排序,11,2
优先队列的特征是哈希表,b-attr,哈希表,优先队列,8,0
LRU缓存表现出不稳定排序的特性,b-attr,不稳定排序,LRU缓存,8,0
表长包含堆,b-belg,堆,表长,4,0
Ω记号是分块查找的重要属性,b-attr,Ω记号,分块查找,0,4
弱连通图具有克鲁斯卡尔算法属性,b-attr,克鲁斯卡尔算法,弱连通图,6,0
在数组中包含了渐近复杂度,b-belg,渐近复杂度,数组,7,1
双向队列包含重叠子问题,belg,双向队列,重叠子问题,0,6
最坏情况是线性结构的重要属性,attr,线性结构,最坏情况,5,0
在算法中，回溯算法和时间复杂度执行相反的功能,anto,回溯算法,时间复杂度,5,10
查找与AC自动机具有相同的含义,syno,查找,AC自动机,0,3
冒泡排序具有平均情况属性,attr,冒泡排序,平均情况,0,6
右子树的实现基于渐近复杂度,rely,右子树,渐近复杂度,0,8
实现交换排序时需要依赖尾节点,rely,交换排序,尾节点,2,11
在插入排序中包含了删除,b-belg,删除,插入排序,9,1
入队与算法步骤具有相反的作用,anto,入队,算法步骤,0,3
数据项是索引存储的组成部分,b-belg,数据项,索引存储,0,4
初始化表现出逻辑结构的特性,attr,初始化,逻辑结构,0,6
在非线性结构中包含了KMP算法,b-belg,KMP算法,非线性结构,10,1
最小生成树是连通分量的重要属性,attr,连通分量,最小生成树,6,0
AOV 网包含桶排序,b-belg,桶排序,AOV 网,7,0
负权边是局部最优的重要属性,b-attr,负权边,局部最优,0,4
树的高度需要使用广度优先搜索,rely,树的高度,广度优先搜索,0,8
在数据结构中，Bellman-Ford算法和顺序存储表示相同的概念,syno,Bellman-Ford算法,顺序存储,7,22
前驱节点的实现基于满二叉树,rely,前驱节点,满二叉树,0,9
交换排序具有平均查找长度属性,b-attr,平均查找长度,交换排序,6,0
AOV 网由堆排序等部分构成,belg,AOV 网,堆排序,0,6
链地址法表现出指针的特性,b-attr,指针,链地址法,7,0
静态数组与集合具有相同的含义,syno,静态数组,集合,0,5
最优子结构表现出随机访问的特性,attr,最优子结构,随机访问,0,8
不相交集合和访问是相反的操作,anto,不相交集合,访问,0,6
AOV 网和散列表是相反的操作,anto,AOV 网,散列表,0,6
查找成功依赖于摊还分析,b-rely,摊还分析,查找成功,7,0
实现AOV 网时需要依赖链表,b-rely,链表,AOV 网,12,2
邻接多重表表现出集合的特性,b-attr,集合,邻接多重表,8,0
稀疏图具有动态查找属性,attr,稀疏图,动态查找,0,5
静态内存和Kruskal算法是同义概念,syno,静态内存,Kruskal算法,0,5
空间复杂度是字符串的组成部分,b-belg,空间复杂度,字符串,0,6
插值查找是左子树的组成部分,belg,左子树,插值查找,5,0
最小生成树是内存分配的重要属性,attr,内存分配,最小生成树,6,0
哈希查找的实现基于Bellman-Ford算法,rely,哈希查找,Bellman-Ford算法,0,9
在稳定排序中包含了数组,b-belg,数组,稳定排序,9,1
迭代的实现基于访问,b-rely,访问,迭代,7,0
最小生成树具有函数式数据结构属性,attr,最小生成树,函数式数据结构,0,7
在数据结构中，递归基础和出队表示相同的概念,syno,递归基础,出队,7,12
静态数组的特征是直接插入排序,b-attr,直接插入排序,静态数组,8,0
算法的确定性由内部排序等部分构成,belg,算法的确定性,内部排序,0,7
在数据结构中，内部排序和邻接多重表表示相同的概念,syno,内部排序,邻接多重表,7,12
在数据结构中，简单排序和删除表示相同的概念,syno,简单排序,删除,7,12
满二叉树由完全二叉树等部分构成,b-belg,完全二叉树,满二叉树,5,0
无序序列包含后缀数组,b-belg,后缀数组,无序序列,6,0
负权回路需要使用后序遍历,rely,负权回路,后序遍历,0,8
贪心算法由最优子结构等部分构成,b-belg,最优子结构,贪心算法,5,0
广度优先搜索是头节点的组成部分,b-belg,广度优先搜索,头节点,0,7
弱连通图的实现基于插入,rely,弱连通图,插入,0,9
完全二叉树具有树表查找属性,b-attr,树表查找,完全二叉树,7,0
单源最短路径与边的方向具有相反的作用,anto,单源最短路径,边的方向,0,7
实现基数排序时需要依赖负权回路,b-rely,负权回路,基数排序,11,2
对象池是可持久化数据结构的组成部分,belg,可持久化数据结构,对象池,4,0
存储结构是最优子结构的组成部分,b-belg,存储结构,最优子结构,0,5
二路归并与父节点具有相同的含义,syno,二路归并,父节点,0,5
实现顶点度数时需要依赖回溯法,rely,顶点度数,回溯法,2,11
在缩容中包含了生成森林,belg,缩容,生成森林,1,7
头节点的特征是层序遍历,attr,头节点,层序遍历,0,7
实现时间复杂度时需要依赖算法的有穷性,b-rely,算法的有穷性,时间复杂度,12,2
尾节点的特征是双端队列,b-attr,双端队列,尾节点,7,0
在数据结构中，选择排序和分块查找表示相同的概念,syno,选择排序,分块查找,7,12
贪心选择性质是不相交集合的重要属性,b-attr,贪心选择性质,不相交集合,0,7
右子树包含插值查找,b-belg,插值查找,右子树,5,0
前缀树的实现基于父节点,rely,前缀树,父节点,0,8
多路归并是引用计数的组成部分,belg,引用计数,多路归并,5,0
实现平均查找长度时需要依赖内部排序,rely,平均查找长度,内部排序,2,13
交换排序与前驱节点具有相反的作用,anto,交换排序,前驱节点,0,5
线性结构需要使用最坏情况,b-rely,最坏情况,线性结构,8,0
加权图具有后继节点属性,attr,加权图,后继节点,0,5
哈希函数与内部排序具有相同的含义,syno,哈希函数,内部排序,0,5
二叉树需要使用更新,rely,二叉树,更新,0,7
在希尔排序中包含了平衡二叉树,belg,希尔排序,平衡二叉树,1,9
Prim算法包含渐近复杂度,belg,Prim算法,渐近复杂度,0,8
后序遍历的特征是Kruskal算法,b-attr,Kruskal算法,后序遍历,8,0
二叉搜索树由强连通分量等部分构成,b-belg,强连通分量,二叉搜索树,6,0
表尾的特征是遍历,b-attr,遍历,表尾,6,0
在小根堆中包含了叶子节点,b-belg,叶子节点,小根堆,8,1
非比较排序包含查找失败,b-belg,查找失败,非比较排序,7,0
Ω记号依赖于平均情况,b-rely,平均情况,Ω记号,6,0
斐波那契堆是哈希查找的组成部分,b-belg,斐波那契堆,哈希查找,0,6
实现引用时需要依赖可持久化数据结构,rely,引用,可持久化数据结构,2,9
实现深度优先搜索时需要依赖强连通图,b-rely,强连通图,深度优先搜索,13,2
在算法中，直接插入排序和最小生成树执行相反的功能,anto,直接插入排序,最小生成树,5,12
动态内存的实现基于贪心选择性质,rely,动态内存,贪心选择性质,0,9
哈希函数是邻接多重表的组成部分,b-belg,哈希函数,邻接多重表,0,5
满二叉树由树状数组等部分构成,b-belg,树状数组,满二叉树,5,0
实现空间复杂度时需要依赖Bellman-Ford算法,b-rely,Bellman-Ford算法,空间复杂度,12,2
在算法中，计数排序和栈执行相反的功能,anto,计数排序,栈,5,10
无向图和扩容是相反的操作,anto,无向图,扩容,0,4
邻接表是路径的组成部分,b-belg,邻接表,路径,0,4
后缀数组等同于线性结构,syno,后缀数组,线性结构,0,7
希尔排序由最优子结构等部分构成,b-belg,最优子结构,希尔排序,5,0
在算法中，后序遍历和内部节点执行相反的功能,anto,后序遍历,内部节点,5,10
加权图依赖于分块查找,b-rely,分块查找,加权图,6,0
在线性表中包含了数据项,b-belg,数据项,线性表,8,1
线性查找与存储结构具有相反的作用,anto,线性查找,存储结构,0,5
排序需要使用有向图,b-rely,有向图,排序,6,0
子节点需要使用内部排序,rely,子节点,内部排序,0,7
快速排序的实现基于Kruskal算法,b-rely,Kruskal算法,快速排序,9,0
完全二叉树是顺序访问的组成部分,belg,顺序访问,完全二叉树,6,0
实现顺序存储时需要依赖广度优先搜索,b-rely,广度优先搜索,顺序存储,11,2
在生成森林中包含了Bellman-Ford算法,b-belg,Bellman-Ford算法,生成森林,9,1
静态查找和递归是相反的操作,anto,静态查找,递归,0,5
空表与贪心算法具有相反的作用,anto,空表,贪心算法,0,3
内部排序依赖于贪心,rely,内部排序,贪心,0,7
十字链表包含查找失败,belg,十字链表,查找失败,0,6
连通图是指数查找的重要属性,attr,指数查找,连通图,4,0
引用和邻接矩阵是相反的操作,anto,引用,邻接矩阵,0,3
扩容依赖于树表查找,rely,扩容,树表查找,0,5
AVL树是平均查找长度的组成部分,belg,平均查找长度,AVL树,5,0
完全二叉树需要使用KMP算法,rely,完全二叉树,KMP算法,0,9
生成森林等同于LRU缓存,syno,生成森林,LRU缓存,0,7
状态转移依赖于贪心算法,b-rely,贪心算法,状态转移,7,0
出队依赖于函数式数据结构,b-rely,函数式数据结构,出队,5,0
在无序序列中包含了多源最短路径,b-belg,多源最短路径,无序序列,9,1
无序序列的特征是子节点,attr,无序序列,子节点,0,8
大O记号包含静态内存,b-belg,静态内存,大O记号,6,0
栈依赖于线段树,rely,栈,线段树,0,4
排序是AVL树的重要属性,attr,AVL树,排序,3,0
实现B+树时需要依赖广度优先搜索,rely,B+树,广度优先搜索,2,10
在二路归并中包含了大根堆,b-belg,大根堆,二路归并,9,1
多路归并的特征是克鲁斯卡尔算法,attr,多路归并,克鲁斯卡尔算法,0,8
在选择排序中包含了时间复杂度,belg,选择排序,时间复杂度,1,9
平衡表现出弱连通图的特性,b-attr,弱连通图,平衡,5,0
头节点需要使用非连通图,b-rely,非连通图,头节点,7,0
字典树与内存池具有相反的作用,anto,字典树,内存池,0,4
交换排序依赖于堆,b-rely,堆,交换排序,7,0
实现归并排序时需要依赖出队,rely,归并排序,出队,2,11
会计方法与动态数组具有相反的作用,anto,会计方法,动态数组,0,5
贪心选择性质是交换排序的重要属性,attr,交换排序,贪心选择性质,7,0
邻接矩阵具有强连通分量属性,attr,邻接矩阵,强连通分量,0,6
查找表现出随机访问的特性,attr,查找,随机访问,0,5
在指针中包含了指数查找,belg,指针,指数查找,1,7
顺序查找的实现基于循环队列,rely,顺序查找,循环队列,0,9
在基数排序中包含了开放寻址,belg,基数排序,开放寻址,1,9
Θ记号的实现基于计数排序,b-rely,计数排序,Θ记号,8,0
斐波那契堆依赖于冒泡排序,b-rely,冒泡排序,斐波那契堆,8,0
算法步骤是有序序列的重要属性,b-attr,算法步骤,有序序列,0,5
